,Job Category,Job Title,Company Name,Location,Summary,Date,URL
478,Business Intelligence,big data architect - 75k,Randstad,Hong Kong,Analyse latest Big Data Analytic technologies and their innovative applications in both business intelligence analysis and new service offerings....,,https://www.indeed.hk/rc/clk?jk=6b0302def16e475b&fccid=f8b265243da9f9d7&vjs=3
484,Business Intelligence,business development manager - information provider (b2b),Randstad,Hong Kong,My client is the market leader in content and business intelligence with a large data set. Identify new business opportunities in the assigned geography....,30+ days ago,https://www.indeed.hk/rc/clk?jk=bf2e161c9930684e&fccid=f8b265243da9f9d7&vjs=3
485,Business Intelligence,relationship manager - fsi - 700-750k ote,Randstad,Hong Kong,The company is a global B2B business intelligence and information service provider. Identify new business opportunities from existing accounts within the...,30+ days ago,https://www.indeed.hk/rc/clk?jk=99f1762ee41783c1&fccid=f8b265243da9f9d7&vjs=3
486,Business Intelligence,Analyst Programmer (BI Development) - Top Conglomerate,Hays,Hong Kong,The organization is looking an experienced Analyst Programmer (Business Intelligence Development). Your new company is a top Conglomerate....,30+ days ago,https://www.indeed.hk/rc/clk?jk=b6d52cb118e7cea2&fccid=31670bef3ae6497b&vjs=3
487,Business Intelligence,Software Architect / Development Lead / Project Manager,Seamatch Asia,Hong Kong,"Introduce SDLC best practice, Agile, DevOps, IaaS / SaaS models, Business Intelligence (BI) and Big Data technologies....",30+ days ago,https://www.indeed.hk/rc/clk?jk=d745da75097cca34&fccid=f4b6db984c9a7118&vjs=3
488,Business Intelligence,Senior Human Resources Manager,APASS International,Hong Kong,"Business intelligence, social media usage for employer branding and employee communication, etc.). To act as the business partner with business units and serve...",30+ days ago,https://www.indeed.hk/rc/clk?jk=aa05ea216959f18c&fccid=f55e3ef53de5d677&vjs=3
489,Business Intelligence,Contact Centre Sales and Service Senior Team Manager - Contact Centre Business,HSBC,"Kowloon City, Kowloon",Understand Business Intelligence data and be able to translate into individual team performance plans. The value of Contact Centre Business continues to grow as...,30+ days ago,https://www.indeed.hk/rc/clk?jk=9b6e0247dd48acb4&fccid=04c9b139c84ea1b5&vjs=3
490,Business Intelligence,Data Scientist,Arup,Hong Kong,"Create, develop and maintain architecture of data and business intelligence system. Experience in applying Data Analytics, Data Mining and Machine Learning...",,https://www.indeed.hk/rc/clk?jk=2011973ef100418c&fccid=38c0d5e4f2a99768&vjs=3
491,Business Intelligence,"Intern, Business Support & Intelligence Department (6 months contract)",AXA General Insurance,Hong Kong,"Intern, Business Support & Intelligence Department (6 months contract) (180007BG). Business Support & Intelligence Department (BSID) is responsible for...",,https://www.indeed.hk/rc/clk?jk=13f0d34351665e66&fccid=753062d67d31c43a&vjs=3
492,Business Intelligence,Senior Business Intelligence Analyst,A.S. Watson Group,"Fo Tan, New Territories",Knowledge in Business Intelligence production with tool such as SAP Business Object. We have an exciting opportunity arisen from our Business Intelligence Team....,,https://www.indeed.hk/rc/clk?jk=63915987b37500e6&fccid=14d184b2d1f1d5cf&vjs=3
493,Business Intelligence,Supply Chain  Planner,Weave Services,Kowloon, Translate demand forecast and business intelligence into business insights. You are at the heart our business....,,https://www.indeed.hk/rc/clk?jk=096d721576d22692&fccid=5ba3ae0c862f104d&vjs=3
499,Business Intelligence,"Manager, Product Management",Prudential,Hong Kong,Prepare market and business intelligence reports to Management on business / product performance tracking and market share analysis....,30+ days ago,https://www.indeed.hk/rc/clk?jk=f79cbba1529f41ee&fccid=4144c0c6235e4037&vjs=3
500,Business Intelligence,Senior Associate – Financial Crime Compliance - Financial Advisory - Hong Kong,Deloitte,"Southern District, Hong Kong Island","Bachelor degree or about in Accounting, Finance, Economics, Business Management, Law or related disciplinesCertification of CICPA, HKCPA, CFE or relevant...",30+ days ago,https://www.indeed.hk/rc/clk?jk=d391121734800b86&fccid=9e215d88a6b33622&vjs=3
501,Business Intelligence,商業智能專員 於 2018-08-07 發布,香港01,"Tsuen Wan, New Territories","商業智能專員 於 2018-08-07 發布 工作範圍 開發BI系統,制訂層級 / 節點可視化儀表板 (visualized dashboard) 對尖端技術進行可行性研究,並將業務驅動技術轉化為業務解決方案 與產品和技術(尤其是數據團隊)合作,充分利用第三方數據追蹤系統或內部數據追蹤系統,建立網站轉換渠道...",30+ days ago,https://www.indeed.hk/rc/clk?jk=b50ad6e5281c0b65&fccid=78a52a235d89173e&vjs=3
502,Business Intelligence,Senior System Analyst - Business Intelligence,A.S. Watson Group,"Fo Tan, New Territories","Engage with business users, review business needs and drive business process improvement with IT solution. Proven experience involving in full lifecycle of BI...",30+ days ago,https://www.indeed.hk/rc/clk?jk=4bb0090fdf88f81f&fccid=14d184b2d1f1d5cf&vjs=3
503,Business Intelligence,Team Head (Business Intelligent Systems),Chong Hing Bank 創興銀行,Hong Kong,"Solid knowledge in banking data warehouse and business intelligence platform such as SAS, IBM Business Analytics etc....",30+ days ago,https://www.indeed.hk/rc/clk?jk=ef9ee89d8ffa8ad0&fccid=7bf046ef40c135b0&vjs=3
504,Business Intelligence,Winter Co-op Programme - Audit - Hang Seng Bank (HK),HSBC,"Mong Kok, Kowloon","Good knowledge of business intelligence and data warehouse tools, with proficiency in SQL writing, Linux/UNIX command, SAS programming skills and SAS Visual...",30+ days ago,https://www.indeed.hk/rc/clk?jk=f7531e6352b03c28&fccid=04c9b139c84ea1b5&vjs=3
505,Business Intelligence,BI Developer (Microsoft BI & Data Warehouse),Hays,Hong Kong,The development and support of the business intelligence analytics products and platforms. The organisation is currently experiencing tremendous growth and is...,,https://www.indeed.hk/rc/clk?jk=b7d857494b8930ed&fccid=31670bef3ae6497b&vjs=3
506,Business Intelligence,Planning Senior Manager (FMCG),Robert Walters,Hong Kong,"Frequent business travel across Asia. Drive forecast excellence and business intelligence both short and long term, providing inputs on trend analyses and...",,https://www.indeed.hk/rc/clk?jk=53c4732f396e8f61&fccid=f01c2f55ec3054bf&vjs=3
507,Business Intelligence,IT Project Manager - Business Strategy/ Data Warehouse - 45K,Michael Page,Hong Kong,Coach IT Specialists in performing business intelligence projects. Liaise with external consultants/ vendors to develop business intelligence tools....,,https://www.indeed.hk/rc/clk?jk=daa67cbffcb6431f&fccid=77087bd1709a8148&vjs=3
508,Business Intelligence,"BI Developer (Business Intelligence, Data Warehouse, 40k - 60k)",Michael Page,Hong Kong,"Develops and maintains expertise with Microsoft Business Intelligence tools including:. 5+ years relevant working experience in Data warehouse, Business...",,https://www.indeed.hk/rc/clk?jk=eedd4ef303925f71&fccid=77087bd1709a8148&vjs=3
514,Business Intelligence,Data Visualization Specialist (SAP BO),Michael Page,Hong Kong,"To cope with their business needs, they are now hiring for a passionate talent for their team in Hong Kong and you will be responsible for overseeing multiple...",30+ days ago,https://www.indeed.hk/rc/clk?jk=2c4c1d88af76806e&fccid=77087bd1709a8148&vjs=3
515,Business Intelligence,Customer Insight and Analytic Manager - Retail,KOS International Limited,Hong Kong,"You will own the delivery of insight and business intelligence across the business units, make recommendations and implement improvements to current business...",30+ days ago,https://www.indeed.hk/rc/clk?jk=828af490baba7331&fccid=aa207b9300cdbd0f&vjs=3
516,Business Intelligence,"research coordinator, native mandarin, 18-20k",Randstad,Hong Kong,Our client is a global company providing business intelligence and advisory services. About the company....,30+ days ago,https://www.indeed.hk/rc/clk?jk=c01a2238c87ca3ee&fccid=f8b265243da9f9d7&vjs=3
517,Business Intelligence,legal editor - mnc,Randstad,Hong Kong,"The company is a global business intelligence and financial information provider, they are currently looking for a Legal Editor for their product team....",30+ days ago,https://www.indeed.hk/rc/clk?jk=657541eaeb61704d&fccid=f8b265243da9f9d7&vjs=3
518,Business Intelligence,Analyst Programmer/ System Analyst,Seamatch Asia,Hong Kong,"Knowledge in Business Intelligence, Data analytics, Python or R, ERP or CRM system, Campaign management, Marketing Automation Solution is an advantage....",30+ days ago,https://www.indeed.hk/rc/clk?jk=25432e2f8121fd9c&fccid=f4b6db984c9a7118&vjs=3
519,Business Intelligence,"Contributing Editors, Researchers and Analysts",Dezshira,Hong Kong,"From copy-editing well-known magazine series, researching up-to-date business intelligence throughout Asia, to providing targeted business analysis for our...",30+ days ago,https://www.indeed.hk/rc/clk?jk=d268c4d858066e73&fccid=e07f53db26a5263c&vjs=3
520,Business Intelligence,BI Development Engineer,BIPO Service Shanghai Limited,Hong Kong,"Responsible for data modeling, database structure and business intelligence report design as well as development of business intelligence projects....",,https://www.indeed.hk/rc/clk?jk=a8613543f0fdd89e&fccid=2b25d8351fb045a3&vjs=3
521,Business Intelligence,Technical Consultant – Hong Kong,CBX Software,Hong Kong,Business intelligence and data warehousing. As a Technical Consultant you are responsible for efficient and productive use of enterprise applications to conduct...,,https://www.indeed.hk/rc/clk?jk=3fba04ede0804478&fccid=12087cf1c0706232&vjs=3
522,Business Intelligence,BI Qlik Sense Business Analyst,Pinpoint Asia,Hong Kong,"Our client, a leading bank, is looking for a Business Analyst with their global business intelligence programme....",,https://www.indeed.hk/rc/clk?jk=fea1eddfaea425ca&fccid=30ffe0c2863be681&vjs=3
523,Business Intelligence,"Data Consultant, Regional Health, Hong Kong",Mercer,"Central and Western District, Hong Kong Island","Excel (VBA a plus), Business Intelligence Tools (Tableau, PowerBI, etc.), Relational Databases (Access, SQL, etc.)....",,https://www.indeed.hk/rc/clk?jk=6bf181d38c7a240e&fccid=d9f4e1b2980098ea&vjs=3
529,Business Intelligence,Analyst Programmers/Programmers/Junior Programmers,Infotech Services,Hong Kong,"Business Intelligence / Data Mart. Business Domain Knowledge:. Serve contract assignments under InfoTech's headcount, full-time second to serve hospitals;...",30+ days ago,https://www.indeed.hk/rc/clk?jk=2bd4b6c770f88bc5&fccid=e2c2b95d8a917e45&vjs=3
530,Business Intelligence,Director of Data Analytics – Trading & Manufacturing Industry,Hays,Hong Kong,Managing a large team of business intelligence staff and building a data science team. Extensive experience in creating and applying machine learning models to...,30+ days ago,https://www.indeed.hk/rc/clk?jk=ba86d67bcde09f7b&fccid=31670bef3ae6497b&vjs=3
531,Business Intelligence,Country Manager Taiwan (Taipei),Michael Page,Hong Kong,Our client is a MNC employer of choice and the global market leader in business intelligence and software into the Financial Services markets....,30+ days ago,https://www.indeed.hk/rc/clk?jk=3d960197741a9134&fccid=77087bd1709a8148&vjs=3
532,Business Intelligence,System Engineer (HKHPC),Cluster Technology Ltd,Hong Kong,In-house HPC / big data support for our environmental forecasting and business intelligence divisions;...,30+ days ago,https://www.indeed.hk/rc/clk?jk=379dd046b7d9ddbb&fccid=f1943ec5b4031bab&vjs=3
533,Business Intelligence,"Project Manager, Data Warehouse",PEOBASE Limited,Hong Kong,Manage data warehouse and business intelligence initiatives. Designs for the data warehouse and business intelligence systems....,30+ days ago,https://www.indeed.hk/rc/clk?jk=4e080b30d3e317eb&fccid=4e3be47709d0a343&vjs=3
534,Business Intelligence,"Vice President, Business Intelligence",DBS Bank,Hong Kong,Plans in align with bank’s objectives and leading the team to achieve team’s business goals and targets; DBS....,30+ days ago,https://www.indeed.hk/rc/clk?jk=dde40da5f7f970d0&fccid=cc1f9ea511d140fe&vjs=3
535,Business Intelligence,"Data Analyst (Finance, Global exposures)",Page Personnel,Hong Kong Island,"Business Intelligence and data analysis software - SAP. With their experiences and mature business, our client has strong client base and great reputation in...",,https://www.indeed.hk/rc/clk?jk=e0bc2246e20d1b52&fccid=e5ea1ff710ce39ca&vjs=3
536,Business Intelligence,(Senior) Director - Multi Sector,Ignite Talent Asia,Hong Kong,"Strong client servicing and business development skills. Our client is a global business intelligence provider with a strong client base, cutting across various...",,https://www.indeed.hk/rc/clk?jk=dff1907a516bfaab&fccid=a5a72e342f16c313&vjs=3
537,Business Intelligence,Business Analytics (Supplier Management/ Operations),Klook,Hong Kong,">5-year experiences in business intelligence, database mining, and statistical analysis tools; Establish strong working relationships with functional business...",,https://www.indeed.hk/rc/clk?jk=ce983bfa923df39f&fccid=fc7a245cc4951739&vjs=3
538,Business Intelligence,Head Of Analytics (Business intelligence),Klook,Hong Kong,>10 years proven experiences in data analytics and business intelligence in a fast-paced and complex business setting;...,,https://www.indeed.hk/rc/clk?jk=7f7a5b8cfaf17a71&fccid=fc7a245cc4951739&vjs=3
544,Business Intelligence,Business Finance Manager-VP,Funds Partnership,Hong Kong,Develop business intelligence visualizations for key performance drivers and trends to management in visual format....,30+ days ago,https://www.indeed.hk/rc/clk?jk=2556ce3195f2d502&fccid=cb4376f9048d8fd6&vjs=3
545,Business Intelligence,Business Development - Consulting,Euromonitor International,Hong Kong,Business Development Consulting. Account management for repeat business opportunities. Euromonitor Consulting is a worldwide provider of market analysis and...,30+ days ago,https://www.indeed.hk/rc/clk?jk=b8a04cbb7c6ccc20&fccid=49618d3c859a51d2&vjs=3
546,Business Intelligence,Project Manager,Carriera Consultants Limited,Hong Kong,Minimum 3 years experience in Business Intelligence project and web implementation. The successful applicant will be required to understand the business process...,30+ days ago,https://www.indeed.hk/rc/clk?jk=edd26303c7c40a06&fccid=23455c0430c9655b&vjs=3
547,Business Intelligence,Data Scientist - Gaming company,Hays,Hong Kong,Developing analytics and business intelligence tools and dashboards that provide meaningful information and analysis for stakeholders....,30+ days ago,https://www.indeed.hk/rc/clk?jk=e6c4e3a623aec9a4&fccid=31670bef3ae6497b&vjs=3
548,Business Intelligence,Business Analytics - Marketing,Klook,Hong Kong,">3-year experience in data analytics and business intelligence. Coordinate with business units and engineers to develop business analytics frameworks,...",30+ days ago,https://www.indeed.hk/rc/clk?jk=b430eebd7e9625fb&fccid=fc7a245cc4951739&vjs=3
549,Business Intelligence,Data Scientist + Product role - 45k to 55k,Hays,Hong Kong,Developing analytics and business intelligence tools and dashboards that provide meaningful information and analysis for stakeholders....,30+ days ago,https://www.indeed.hk/rc/clk?jk=741144267b7d0aeb&fccid=31670bef3ae6497b&vjs=3
550,Business Intelligence,"Manager, HR Data and Analytics",DBS Bank,Hong Kong,Strong knowledge of Business Intelligence and Analytical tools e.g. Qlikview. DBS....,,https://www.indeed.hk/rc/clk?jk=500a51489496df79&fccid=cc1f9ea511d140fe&vjs=3
551,Business Intelligence,"Senior Consultant, Data Engineering, Analytics",Avanade,Hong Kong,Business Development - 20%. The focus of the Business Intelligence Consultant is to support our growing BI Business in Hong Kong using technologies such as SQL...,,https://www.indeed.hk/rc/clk?jk=9c96db4d245da5a6&fccid=5386281035076fdf&vjs=3
552,Business Intelligence,"Regional Senior CRM Manager - (HK$70,000 +)",Michael Page,Hong Kong,Ensure the reports and client lists produced by Business Intelligence (BI) are accurate and produced in a timely manner....,,https://www.indeed.hk/rc/clk?jk=6f78f93e66bb32d8&fccid=77087bd1709a8148&vjs=3
553,Business Intelligence,Research Analyst,Michael Page,Hong Kong,"Focus on business intelligence, competitive analysis and giving recommendation to senior management, strategic Planning....",,https://www.indeed.hk/rc/clk?jk=1ab18bb9e3dc2b04&fccid=77087bd1709a8148&vjs=3
559,Business Intelligence,"Senior Business Intelligence Analyst - Luxury Brand(HK$50,000+)",Michael Page,Hong Kong,Main responsibilities includes strong performance in Business Intelligence and Data Quality. Support the department including but not limited to Business...,30+ days ago,https://www.indeed.hk/rc/clk?jk=f39ed1b1b7870f72&fccid=77087bd1709a8148&vjs=3
560,Business Intelligence,Data Analyst - World Leading Retail Enterprises,Michael Page,Hong Kong,Proficiency in business intelligence visualization tools like Tableau is preferred. Conduct business analysis and identify potential business trend in the...,30+ days ago,https://www.indeed.hk/rc/clk?jk=1594a61ce3d88504&fccid=77087bd1709a8148&vjs=3
561,Business Intelligence,Data Analyst - World Leading Retail Enterprises,Page Personnel,Hong Kong,Proficiency in business intelligence visualization tools like Tableau is preferred. Conduct business analysis and identify potential business trend in the...,30+ days ago,https://www.indeed.hk/rc/clk?jk=280341471c7450b3&fccid=e5ea1ff710ce39ca&vjs=3
562,Business Intelligence,"Business Analyst (Leading FMCG, MNC, Immediately available)",Michael Page,Hong Kong,"Familiar with Hyperion Planning, Smart view and Business Intelligence Tools. Analyze business data and alert management the business trend and segmental...",30+ days ago,https://www.indeed.hk/rc/clk?jk=0e6c339631cdbe60&fccid=77087bd1709a8148&vjs=3
563,Business Intelligence,Channel Sales Manager (Hong Kong),W-Consulting Company Ltd.,Hong Kong,Win business through Channel and Business Partners in the assigned territory. Our client is one of the top global companies providing business intelligence and...,30+ days ago,https://www.indeed.hk/rc/clk?jk=919814675195544a&fccid=ddb41feb743aaf23&vjs=3
564,Business Intelligence,"Data Warehousing, COGNOS, BI, ETL, Datamart",George Samuel Associates Ltd.,Hong Kong,"At least 2 years experience in BI (Business Intelligence) application development, data warehousing systems, ETL programming, Oracle SQL, and Java programming....",30+ days ago,https://www.indeed.hk/rc/clk?jk=8396c96aa7c32c7a&fccid=5c9f0be94ebaea21&vjs=3
565,Business Intelligence,IT Manager – System Development,Bossini,Hong Kong,"Solid experience in project management for large scale IT system, e.g. supply chain, point of scales, e-commerce, omni-channel, business intelligence &...",,https://www.indeed.hk/rc/clk?jk=96d43bf50ea4d7f3&fccid=ca576d4f41e71971&vjs=3
566,Business Intelligence,Database and Applications Specialist,ITCS Group,Hong Kong,Business Intelligence (BI) and ETL. Responsible for enhancing the functionality of Business Intelligence (BI) platforms....,,https://www.indeed.hk/rc/clk?jk=d911e5e113848244&fccid=b63e6d54592eca9a&vjs=3
567,Business Intelligence,"Director, FOB Forecasting & Analysis",adidas,Hong Kong,"Advanced user skills in SAP-CO/PA, Business Intelligence (SAP BW, IBM Cognos et al.). Ensure FOB-related business cases are created according to governance...",,https://www.indeed.hk/rc/clk?jk=3d3cf194f31fee85&fccid=8686937f641f561b&vjs=3
568,Business Intelligence,"Senior FP&A Manager, Manufacturing, 55k - 60k",Michael Page,Hong Kong,Experience in using Business Intelligence (BI) tools. Business partner to different department heads to identify business risks and opportunities which can...,,https://www.indeed.hk/rc/clk?jk=42ea1e30e8488f05&fccid=77087bd1709a8148&vjs=3
574,Business Intelligence,CGP,Cornerstone Global Partners,Hong Kong,"Strong hands on capability with Microsoft Business Intelligence platform (MS SQL, SSIS, SSRS, SSAS) and popular data visualisation tools such as Qlikview,...",30+ days ago,https://www.indeed.hk/rc/clk?jk=f821b1e32fe9e9b9&fccid=e4d7da2bce010042&vjs=3
575,Business Intelligence,Junior Business Intelligence Anayst - (SQL/R/Python),Michael Page,Hong Kong,"Previous experience in data analytcis, business intelligence and reporting. Work both independently and with other business units to ensure that solutions are...",30+ days ago,https://www.indeed.hk/rc/clk?jk=4ccc054aa2a4c539&fccid=77087bd1709a8148&vjs=3
576,Business Intelligence,Business Intelligence Manager- Banking,Hays,Hong Kong,Lead and coach junior staff of the Business Intelligence Team. Having business sense. Work on digital campaign to generate business insights. Your new role....,30+ days ago,https://www.indeed.hk/rc/clk?jk=9a633d626025bdbc&fccid=31670bef3ae6497b&vjs=3
577,Business Intelligence,"Manager, Internal Audit (IT & Digital)",Classy Wheeler,"Central, Hong Kong Island",Ultimately be a source for analytics that business units adopt to provide business insights or for continuous auditing....,30+ days ago,https://www.indeed.hk/rc/clk?jk=a3acaac9e985dcd7&fccid=7e57982cb894da40&vjs=3
578,Business Intelligence,Senior Manager Intelligience Manager- ICT Industry,Michael Page,Hong Kong,"Solid experience in business intelligence, CRM analytics or data analysis. Bachelor Degree or above in Mathematics / Business statistics or Business...",30+ days ago,https://www.indeed.hk/rc/clk?jk=189ede15f26fdb1c&fccid=77087bd1709a8148&vjs=3
579,Business Intelligence,"Manager/ Senior Manager, Business Analytics & Big Data",Ambition,Hong Kong,"In addition, you will keep abreast of latest trend of big data development and business intelligence. Reporting to the Head of Business Planning, you will be a...",30+ days ago,https://www.indeed.hk/rc/clk?jk=8fea314c55c60cc7&fccid=c9cd3dc1c74035d6&vjs=3
580,Business Intelligence,Business Analyst - FMCG / Retailer,Page Personnel,Hong Kong,Provide assistance to Business Intelligence Manager on special projects. Solid 2 years market research or business analytics experience....,,https://www.indeed.hk/rc/clk?jk=bb130c0038c0ab87&fccid=e5ea1ff710ce39ca&vjs=3
581,Business Intelligence,Marketing Manager - Education Publishing,Michael Page,"Kowloon Bay, Kowloon",Lead a small team to gather constructive customer insight and business intelligence in the school market in a structured manner to enable the team to segment...,,https://www.indeed.hk/rc/clk?jk=e40ae35b6839e71d&fccid=77087bd1709a8148&vjs=3
582,Business Intelligence,Digital CRM Associate Manager – Global Consumer Brand,Talent Blue,Hong Kong,"Deep experience with CRM tools for campaign management, email marketing, marketing automation, business Intelligence and reporting....",,https://www.indeed.hk/rc/clk?jk=e29b32f7b63bd1c0&fccid=d78410deff673ba7&vjs=3
583,Business Intelligence,Marketing Manager - Education Publishing,Page Personnel,"Kowloon Bay, Kowloon",Lead a small team to gather constructive customer insight and business intelligence in the school market in a structured manner to enable the team to segment...,,https://www.indeed.hk/rc/clk?jk=147a3830595777d8&fccid=e5ea1ff710ce39ca&vjs=3
589,Business Intelligence,"Financial Analyst - BI / SAP user (HK Listed, up to 30K)",Page Personnel,"Wan Chai, Hong Kong Island",Knowledge in using Business Intelligence application is an advantage. Help automating manual processes through business intelligence application and support...,30+ days ago,https://www.indeed.hk/rc/clk?jk=29d8610b61e08f51&fccid=e5ea1ff710ce39ca&vjs=3
590,Business Intelligence,Analyst Programmer - Java,Infotech Services,"Kowloon Bay, Kowloon","Experience in business intelligence and analytics tools like Tableau is an advantage; Serve a contract assignment under InfoTech's headcount, full-time seconded...",30+ days ago,https://www.indeed.hk/rc/clk?jk=583ff84743337e65&fccid=e2c2b95d8a917e45&vjs=3
591,Business Intelligence,Business Analyst – Business Planning,Hang Lung Properties(恒隆地产有限公司),Hong Kong,Business Analyst – Business Planning. Work closely with other Business Planning team members in the maintenance and enhancement of our market and business...,30+ days ago,https://www.indeed.hk/rc/clk?jk=429b19a43ad58959&fccid=86feda1f1e16a419&vjs=3
592,Business Intelligence,Editorial Assistant (Remote Internship),Dezshira,Hong Kong,"The editorial team consists of a diverse array of professionals from across the world with experience in academia, professional services, business intelligence,...",30+ days ago,https://www.indeed.hk/rc/clk?jk=ea5bcdc6f83bf10b&fccid=e07f53db26a5263c&vjs=3
593,Business Intelligence,Artificial Intelligence (AI) Consultant,A & A Limited,Hong Kong,Knowledge in Business Intelligence tools (e.g. Understand and analyse business requirements & issues to provide actionable recommendations and strategies...,30+ days ago,https://www.indeed.hk/company/A-&-A-Limited/jobs/Artificial-Intelligence-Consultant-52d5b531015f7854?fccid=19305ba9acfc12cb&vjs=3
594,Business Intelligence,Data Visualization Analyst,Hillman Ross,Hong Kong,Implement Business Intelligence or Data Warehouse platform. Analyze business requirements by conducting information-gathering sessions with business...,30+ days ago,https://www.indeed.hk/rc/clk?jk=77a3f357ee117af0&fccid=619397f1d2f36501&vjs=3
595,Business Intelligence,Manager - Internal Audit (IT & Digital),New World Development Company Limited,Hong Kong,Ultimately be a source for analytics that business units adopt to provide business insights or for continuous auditing....,,https://www.indeed.hk/rc/clk?jk=bacbfeca40a4fe93&fccid=d3609271e0d45127&vjs=3
596,Business Intelligence,BI Analyst - up to 30-40k,Hays,Hong Kong,"3-7 years' working experience in analytics, Business Intelligence (Financial sector preferred)). Your new role....",,https://www.indeed.hk/rc/clk?jk=9b5c079b6ad59812&fccid=31670bef3ae6497b&vjs=3
597,Business Intelligence,"Senior Manager / Manager, Business Finance Analytics, Consumer Banking Group & Wealth Management, Finance",DBS Bank,Hong Kong,"University graduated in Computer studies, Management Information, Decision Science, Business Intelligence....",,https://www.indeed.hk/rc/clk?jk=7dbe8e1102db84e0&fccid=cc1f9ea511d140fe&vjs=3
598,Business Intelligence,"VP, Business Analyst – Clearing Risk Management (Hong Kong)",Pathfinder,Hong Kong,Design and build Risk Management Information reports using MS Excel or Business intelligence tool. Proven business analysis experience on large projects within...,,https://www.indeed.hk/rc/clk?jk=4fcd6652b8df86e0&fccid=cb27a4e52c66aaa3&vjs=3
604,Business Intelligence,"Director, Data Strategy & Customer Analytics (Location flexible in Hong Kong/Shenzhen)","Marriott International, Inc",Hong Kong,"10+ years of relevant work experience in business intelligence, data architecture, or analytics. Proven ability to lead and manage data strategy, business...",30+ days ago,https://www.indeed.hk/rc/clk?jk=14e7cfc5f73e10f5&fccid=d47acb5b5596d9e4&vjs=3
605,Business Intelligence,"Manager, Senior Analyst Programmer",China Construction Bank,Hong Kong,"Experience in ETL, Data Warehouse, Business Intelligence, Big Data would be an advantage. Conduct system and report development based on user requirement,...",30+ days ago,https://www.indeed.hk/rc/clk?jk=3758bf13cc0cdbff&fccid=3fa484170f266a44&vjs=3
606,Business Intelligence,Business Systems Analyst (Finance Systems),Hillman Ross,Hong Kong,"Experience with SharePoint, Business Intelligence tools, Data Mining and Data Warehousing. Recommend solutions to business needs....",30+ days ago,https://www.indeed.hk/rc/clk?jk=7c73f5eb775cafc7&fccid=619397f1d2f36501&vjs=3
607,Business Intelligence,Data Engineer,PEOBASE Limited,Hong Kong,"Passionate in data management, data analysis and business intelligence. One of the Global MNC which is the market leader of its field and has offices in 70...",30+ days ago,https://www.indeed.hk/rc/clk?jk=97adc5bb1d9a70e6&fccid=4e3be47709d0a343&vjs=3
608,Business Intelligence,Senior Business Analyst (Consumer Insights),AGS Group,Hong Kong,Work closely with other Business Planning team members in the maintenance and enhancement of our market and business intelligence databases....,30+ days ago,https://www.indeed.hk/rc/clk?jk=15d9da743fca8bbc&fccid=4ccd838571aa1613&vjs=3
609,Business Intelligence,Analyst Programmer,HongKong Land,Hong Kong,"SQL server, Oracle Database, programming languages (C#, Java, XML, .NET, MVC, Visual Basic), Microsoft platform, Business Intelligence tools, basic accounting...",30+ days ago,https://www.indeed.hk/rc/clk?jk=2a88e0b66a6646b9&fccid=685bdf321fac3ac4&vjs=3
610,Business Intelligence,Credit Risk Analyst / Data Modeling Analyst,SUPER Corporate Consultancy Group,Hong Kong,"Proficiency in Data Analysis & Business intelligence tools, require Access, Excel (VBA), SAS & SQL programming to generate reports....",,https://www.indeed.hk/rc/clk?jk=678904b3d7f9dd69&fccid=970825c9e106a8c4&vjs=3
611,Business Intelligence,IT Business Analyst,Classy Wheeler,"Kwun Tong, Kowloon",Experience in Business Intelligence and/or Data Mining is a definite advantage. Prioritizing initiatives based on business needs and requirements....,,https://www.indeed.hk/rc/clk?jk=fbc5e38349e98e79&fccid=7e57982cb894da40&vjs=3
612,Business Intelligence,Digital Marketing Analyst,Page Personnel,Hong Kong,"Strong data visualization skills and experience with Business Intelligence tools. Our client is a leading telecommuncaition brand, with their experiences and...",,https://www.indeed.hk/rc/clk?jk=d9fb8dde699e5001&fccid=e5ea1ff710ce39ca&vjs=3
613,Business Intelligence,"Associate (Business Analyst), Clearing Risk Management (System Infrastructure - for a 1-year contract)",Hong Kong Exchange,Hong Kong,"University Degree, preferably in Business / Computer Science / Business Intelligence / Mathematics or related subject....",,https://www.indeed.hk/rc/clk?jk=d8d6372edd7da9df&fccid=8a01ef68fc07d03e&vjs=3
619,Business Intelligence,Digital Marketing Analyst,Michael Page,Hong Kong,"Strong data visualization skills and experience with Business Intelligence tools. Our client is a leading telecommuncaition brand, with their experiences and...",30+ days ago,https://www.indeed.hk/rc/clk?jk=23bdc4b38d3703a1&fccid=77087bd1709a8148&vjs=3
620,Business Intelligence,Digital Business Analytics Manager - Automotive MNC,Michael Page,Hong Kong Island,"Proactive, detail-minded with strong business acumen and analytical skill. Effectively coordinate with brand owners to transform business needs into campaign...",30+ days ago,https://www.indeed.hk/rc/clk?jk=9e5bc9fe3bb9a948&fccid=77087bd1709a8148&vjs=3
621,Business Intelligence,Analyst Programmer (Oracle Forms & Reports),Hillman Ross,Hong Kong,"Liaise with business users and gather business requirements. Knowledge of other Analytics reporting tools like IBM Cognos Analytics, Oracle Hyperion, and Oracle...",30+ days ago,https://www.indeed.hk/rc/clk?jk=32d075f19249783b&fccid=619397f1d2f36501&vjs=3
